genres,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
"['funk metal', 'funk rock']",Jimmie's Chicken Shack,0.0140116,0.509,204889.0,0.9033333333333334,5.7333333333333336e-05,0.1837333333333333,-6.229,0.0587666666666666,144.36633333333333,0.5803333333333333,40.0,9,1,6
"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly', 'soul']",Little Richard,0.5823396551724137,0.5798448275862065,152685.58620689655,0.5774655172413788,0.001611899137931,0.1750706896551724,-8.28453448275862,0.0864258620689654,128.60884482758618,0.8013620689655169,26.17241379310345,0,1,116
[Unknown],Lee Venora,0.936,0.291,250987.0,0.388,0.0,0.486,-12.643,0.0397,88.176,0.147,2.0,5,1,2
['vintage spanish pop'],Raúl Abril y Su Orquesta,0.7170000000000001,0.5435,162712.0,0.6905,0.0,0.1814,-6.814,0.1455,134.28,0.8514999999999999,0.0,7,1,4
[Unknown],Vasilis Patsios,0.605,0.626,215813.0,0.501,0.0329,0.132,-9.654,0.0297,119.008,0.742,0.0,9,0,2
"['deep soft rock', 'yacht rock']",Roger Voudouris,0.2058,0.6305,215593.5,0.7965,9.515e-05,0.0827,-7.605999999999999,0.0486,90.3945,0.843,30.5,9,1,4
[Unknown],DJ WestBeat,0.0316,0.898,368005.0,0.552,0.149,0.378,-8.665,0.402,128.005,0.163,0.0,11,0,2
[Unknown],Rudolf Vasata,0.9611428571428572,0.2744285714285714,231240.4285714285,0.2017142857142857,0.0019323085714285,0.2772857142857143,-15.98342857142857,0.0559714285714285,106.62714285714289,0.1168857142857142,0.0,5,1,7
"['american post-rock', 'instrumental post-rock', 'post-rock']",El Ten Eleven,0.0654,0.5870000000000001,313293.5,0.6124999999999999,0.8360000000000001,0.112,-10.521,0.0369,131.3325,0.4025,48.5,2,1,4
[Unknown],Jackie Cusic,0.8525,0.524,144136.5,0.033875,6.607999999999999e-05,0.087475,-21.256,0.0378,88.8315,0.24075,32.75,0,1,8
[Unknown],Piero Poldi,0.963,0.551,223440.0,0.168,0.0,0.382,-16.398,0.0642,111.802,0.324,0.0,4,1,2
"['alternative metal', 'boston metal', 'melodic death metal', 'melodic metalcore', 'melodic thrash', 'metalcore', 'nu metal']",Shadows Fall,0.0065239999999999,0.417,301846.5,0.7935,0.041365,0.0975,-4.915000000000001,0.05145,127.173,0.3495,43.5,10,1,4
"['deep tropical house', 'edm', 'electropop', 'house', 'indie poptimism', 'nu disco', 'pop dance', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",Autograf,0.248,0.797,197419.0,0.69,0.0496,0.132,-5.845,0.037,124.0,0.184,67.0,7,0,1
"['classic uk pop', 'glam rock']",Wizzard,0.09111,0.371,290640.0,0.9295,1.4699999999999991e-05,0.3939999999999999,-5.803000000000001,0.065,138.6635,0.523,51.5,9,1,4
"['album rock', 'australian rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",Rick Springfield,0.1732309523809523,0.6188571428571429,210698.19047619047,0.7248571428571425,8.723190476190478e-05,0.1578380952380952,-8.658999999999999,0.0562666666666666,133.37261904761905,0.7041428571428572,33.1904761904762,2,1,42
[Unknown],Chemise,0.186,0.926,325803.0,0.78,3.09e-06,0.0933,-6.295,0.0909,114.542,0.72,44.0,4,0,2
['glitch hop'],Psymbionic,9.47e-05,0.5479999999999999,261401.0,0.731,0.0118,0.361,-6.287000000000001,0.0334,156.968,0.484,48.0,8,0,1
"['historic orchestral performance', 'spanish classical']",Ataúlfo Argenta,0.935,0.4017142857142857,292228.4285714286,0.3244285714285714,0.2568887,0.1572571428571428,-10.821857142857144,0.0449,118.3824285714286,0.3707142857142857,9.142857142857142,5,1,7
[Unknown],Oran Juice Jones,0.0186,0.7290000000000001,309400.0,0.769,2.730000000000001e-05,0.335,-15.838,0.0471,109.148,0.8440000000000001,45.0,0,0,2
"['emo', 'modern rock', 'pop punk']",My Chemical Romance,0.079595203125,0.3954374999999999,217246.03125,0.8536296875000003,0.03885432234375,0.2192906250000001,-5.2067031250000015,0.0839124999999999,134.01329687500004,0.3622796875,57.1796875,2,1,128
[Unknown],Lewis Grosso,0.374,0.665,249275.0,0.555,0.0,0.231,-8.164,0.211,168.245,0.72,50.0,0,1,1
[Unknown],La Familia André,0.0825,0.502,279613.0,0.73,2.69e-06,0.104,-6.979,0.134,87.889,0.735,49.0,0,1,2
[Unknown],The Magnificent Strings,0.5479999999999999,0.247,153440.0,0.5,0.237,0.107,-10.05,0.0282,101.96,0.481,31.0,7,1,2
"['chillwave', 'dream pop', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shimmer pop', 'shoegaze']",Wild Nothing,0.0244,0.528,198843.0,0.6779999999999999,0.000283,0.0738,-5.309,0.0279,126.03,0.16,53.0,1,1,2
"['deep indian pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi', 'tamil pop']",Shankar Mahadevan,0.2347327272727273,0.6650909090909091,316638.4545454545,0.6037454545454545,0.0075781218181818,0.0823090909090909,-8.991000000000003,0.0852454545454545,113.99572727272728,0.5265636363636363,48.09090909090909,4,1,11
[Unknown],Shiv Dayal,0.994,0.604,194972.0,0.0785,0.151,0.234,-13.115,0.423,86.273,0.581,0.0,2,1,2
[Unknown],JD McCrary,0.2085,0.6065,227253.5,0.6425,0.0,0.3879999999999999,-9.966,0.1745,90.4385,0.6629999999999999,65.0,6,1,2
['eurodance'],DHT,0.8440000000000001,0.5579999999999999,271040.0,0.268,0.0,0.098,-9.238,0.0305,144.71200000000005,0.184,44.0,9,0,1
"['historic classical performance', 'viola']",William Primrose,0.9654838709677418,0.3398387096774195,363474.41935483867,0.1593612903225806,0.1890512903225806,0.1800870967741935,-15.76190322580645,0.0447516129032258,122.48029032258071,0.3400387096774195,0.1612903225806451,10,1,31
"['folk-pop', 'indie folk', 'indie pop', 'indiecoustica', 'modern rock', 'san marcos tx indie', 'shimmer pop', 'stomp and holler']",The Oh Hellos,0.3808,0.524,230424.75,0.409625,0.00930425,0.12585,-11.7425,0.037125,96.04225,0.3985,58.75,5,1,8
[Unknown],Johnny Gomez & Orchestra,0.589,0.43,237733.0,0.361,0.00825,0.726,-18.551,0.0576,181.886,0.893,7.0,10,1,2
[Unknown],Barry E. Fry,0.933,0.414,233718.0,0.216,0.199,0.202,-17.000999999999998,0.0331,119.512,0.182,0.0,0,0,2
['torch song'],Kate Smith,0.9235,0.24925,184880.25,0.180325,0.00026819,0.117,-12.354500000000002,0.0329,96.54699999999998,0.240325,29.25,5,1,8
[Unknown],Gaetano Riccitelli,0.9846666666666666,0.3733333333333333,204983.9629629629,0.2374962962962963,0.0729154433333333,0.3056814814814815,-15.564888888888891,0.0823259259259259,109.18514814814816,0.2494925925925926,0.0,10,1,27
[Unknown],Dee Fisher,0.457,0.153,214333.0,0.357,0.924,0.0897,-16.455,0.0381,182.748,0.0854,13.0,6,1,2
"['birmingham metal', 'drone', 'drone metal', 'dub metal', 'experimental', 'industrial', 'industrial metal', 'post-doom metal', 'post-metal']",Godflesh,1.59e-06,0.547,268400.0,0.7020000000000001,0.758,0.11,-17.067999999999998,0.0403,140.57399999999998,0.255,32.0,0,1,2
"['alabama indie', 'indie cafe pop', 'indie folk', 'indiecoustica', 'stomp and holler']",The Brook & The Bluff,0.6385000000000001,0.6435000000000001,259108.0,0.491,0.00152785,0.0902,-9.4955,0.0615,145.161,0.5065,60.0,3,1,4
"['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'rap', 'underground hip hop']",SiR,0.1148883333333333,0.6808333333333333,195614.83333333328,0.5419166666666668,0.0020778516666666,0.264075,-6.754583333333334,0.19225,126.95533333333331,0.5726666666666668,62.25,6,0,12
[Unknown],"Six men from Oaxaca, Mexico",0.624,0.644,176973.0,0.189,0.585,0.214,-19.707,0.1,123.313,0.7070000000000001,0.0,0,1,2
"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",Nazz,0.0703,0.344,201027.0,0.5125000000000001,2.425e-06,0.151,-10.167,0.05535,76.232,0.475,23.5,1,1,4
"['blues', 'boogie-woogie', 'chicago blues', 'delta blues', 'piano blues', 'traditional blues']",Sunnyland Slim,0.9436666666666668,0.6139999999999999,211077.0,0.3496666666666666,0.0015796,0.3008333333333333,-11.582333333333333,0.2279666666666668,91.57366666666664,0.618,24.66666666666667,7,1,6
"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",Willie Rosario,0.5362222222222223,0.6487777777777777,288326.0,0.5975555555555556,0.0149478666666666,0.1125777777777777,-10.630888888888888,0.0465777777777777,121.471,0.8267777777777776,33.22222222222222,7,0,9
[Unknown],Lalita Phadke,0.986,0.5776666666666667,192524.33333333328,0.2356666666666666,0.7806666666666667,0.1153333333333333,-15.204,0.379,78.23566666666666,0.8130000000000001,0.0,4,1,3
['classic canadian rock'],Haywire,0.000215,0.52,221027.0,0.877,0.107,0.0692,-5.904,0.045,144.16,0.645,33.0,9,1,2
['dream trance'],Dario G,0.00529,0.675,237133.0,0.895,0.451,0.158,-8.111,0.0537,132.997,0.444,42.0,9,1,2
[Unknown],Victor / Victoria Company,0.7879999999999999,0.412,262533.0,0.404,0.0,0.0614,-11.462,0.426,183.037,0.226,36.0,9,0,2
"['funk', 'gangster rap', 'motown', 'new jack swing', 'p funk', 'popping', 'post-disco', 'quiet storm', 'synth funk']",Zapp,0.2591156249999999,0.7840624999999999,316984.4375,0.6537187500000001,0.03544561,0.2093281250000001,-10.55134375,0.09186875,111.2805,0.75440625,38.0,9,1,64
"['canadian folk', 'canadian indie', 'canadian singer-songwriter', 'deep new americana', 'folk', 'indie folk', 'lilith', 'new americana', 'pei indie']",Rose Cousins,0.928,0.484,169662.0,0.183,5.5e-05,0.0971,-9.942,0.0309,79.76,0.389,53.0,11,1,1
[Unknown],Salonikios-Violi,0.995,0.348,203480.0,0.227,0.617,0.147,-13.619000000000002,0.0576,99.872,0.312,0.0,1,0,2
[Unknown],Luis Díaz,0.9845000000000002,0.7165833333333332,180750.0,0.3205000000000001,0.4775416666666667,0.2217916666666666,-10.242083333333335,0.1934166666666668,130.6326666666667,0.8135000000000002,0.25,2,1,24
['ambient'],Eraldo Bernocchi,0.985,0.0821,293627.0,0.104,0.794,0.0907,-21.088,0.0379,74.773,0.0354,57.0,11,1,1
"['album rock', 'art rock', 'beatlesque', 'canadian psychedelic', 'classic rock', 'glam rock', 'progressive rock', 'symphonic rock']",Klaatu,0.1476142857142857,0.4737142857142857,289904.71428571426,0.5422857142857144,0.0041956614285714,0.3462285714285714,-10.426571428571426,0.0784714285714285,121.22685714285716,0.5102285714285715,33.142857142857146,9,1,14
[Unknown],Eliecer Ochoa y su Conjunto Vallenato,0.0642,0.636,212364.0,0.7859999999999999,9.2e-05,0.138,-5.103,0.129,95.389,0.937,23.0,2,1,2
"['boston folk', 'folk', 'lilith']",Deb Talan,0.7444999999999999,0.59,182460.0,0.337,7.209999999999999e-05,0.1044,-12.1605,0.03015,91.308,0.4715,52.5,11,1,2
[Unknown],Foster Sylvers,0.338,0.762,153347.0,0.6659999999999999,0.0,0.039,-8.675,0.0446,88.295,0.895,37.0,2,1,2
"['bossa nova', 'brazilian indie', 'mpb', 'musica infantil', 'psicodelia brasileira', 'samba', 'samba-rock', 'tropicalia']",Novos Baianos,0.6893333333333336,0.6225333333333333,239149.26666666663,0.6229333333333333,0.1210482973333333,0.1857466666666666,-8.535066666666665,0.04958,122.05546666666666,0.8036666666666665,46.46666666666667,11,1,30
[Unknown],Dennis Day,0.8405999999999999,0.5399999999999999,171896.2,0.3706,1.97e-06,0.25968,-11.580399999999996,0.13254,95.2564,0.6406000000000001,3.0,7,1,10
['freestyle'],Seduction,0.1767249999999999,0.6817499999999999,328866.75,0.5925,0.0298125,0.202875,-11.4805,0.058325,97.93,0.5882499999999999,31.25,7,1,8
"['kirtan', 'meditation', 'shamanic']",Jane Winther,0.648,0.0705,433114.0,0.00506,0.6215,0.102,-25.612,0.0511,69.72200000000001,0.14525,48.5,2,1,4
[Unknown],Giorgos Mpekas,0.986,0.5479999999999999,194880.0,0.289,0.3670000000000001,0.102,-8.432,0.0411,122.284,0.757,0.0,4,0,1
"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap']",De La Soul,0.1079375,0.7453749999999999,229425.25,0.6621250000000001,0.0002921275,0.41,-8.290624999999999,0.196075,88.87200000000001,0.638375,55.25,7,0,8
[Unknown],王秋玉,0.885,0.6495,150620.0,0.115,0.0,0.09275,-21.1825,0.0660999999999999,121.09,0.6965,23.0,7,0,4
"['bubblegum pop', 'folk rock']",Merrilee Rush & The Turnabouts,0.269,0.421,187267.0,0.295,1.14e-06,0.0868,-9.497,0.0293,161.564,0.366,14.0,8,1,2
[Unknown],Ipirotiko,0.993,0.28,181766.0,0.4,0.8909999999999999,0.179,-13.751,0.0426,80.226,0.591,0.0,0,1,2
['british blues'],Mick Taylor,0.407,0.515,203600.0,0.309,0.951,0.0939,-15.859000000000002,0.0286,77.581,0.5429999999999999,37.0,11,0,2
[Unknown],La Rondallita,0.34,0.742,194429.0,0.443,0.00086,0.152,-10.474,0.0451,104.672,0.8909999999999999,39.0,7,1,2
[Unknown],Syndee Mayes,0.526,0.444,369840.0,0.439,0.0,0.718,-10.51,0.0295,82.69200000000002,0.211,36.0,1,1,1
[Unknown],"Carlos ""Potato"" Valdez",0.449,0.541,471960.0,0.7759999999999999,0.645,0.121,-8.633,0.0538,97.057,0.725,16.0,8,1,1
"['argentine indie', 'argentine rock', 'rock nacional']",Daniel Melero,0.00169,0.539,360853.0,0.73,0.0185,0.237,-14.415,0.0332,102.995,0.768,56.0,9,1,2
"['classical bass', 'italian bass', 'opera']",Michele Pertusi,0.98,0.45,189333.0,0.261,0.000965,0.0686,-16.633,0.0798,136.941,0.296,33.0,4,1,1
[Unknown],Robby Krieger,0.0049,0.596,301987.0,0.921,0.00019,0.536,-2.5,0.074,139.969,0.232,56.0,11,0,2
[Unknown],Jack Klugman,0.8656666666666665,0.455,151457.66666666663,0.232,0.0,0.1702666666666666,-10.744000000000002,0.0368333333333333,112.753,0.4136666666666667,8.0,8,1,3
"['classical soprano', 'italian soprano']",Mara Zampieri,0.968,0.253,126733.0,0.21,0.149,0.138,-16.303,0.0412,74.324,0.104,0.0,3,0,1
[Unknown],Bhanumathi Ramakrishna,0.916809523809524,0.4984285714285714,173038.35714285713,0.4048333333333333,0.3567906642857143,0.2351761904761905,-10.086785714285718,0.1006714285714285,119.623880952381,0.726642857142857,0.7619047619047619,1,1,42
['show tunes'],Nick Spangler,0.6,0.674,374547.0,0.59,0.0,0.0977,-9.893,0.436,115.555,0.452,48.0,1,1,1
"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'worship']",Downhere,0.011,0.3,259453.0,0.418,0.0,0.161,-9.296,0.0305,107.909,0.256,41.0,11,1,2
[Unknown],Anne Jeffreys,0.9456,0.3452,210210.6,0.2528,0.0128305399999999,0.2396,-12.9974,0.0601199999999999,103.0232,0.16118,3.4,5,1,5
[Unknown],Oobie,0.0981,0.882,252307.0,0.541,0.0,0.108,-9.6,0.252,92.004,0.7090000000000001,36.0,11,0,1
"['g funk', 'hyphy', 'west coast rap', 'west coast trap']",3X Krazy,0.0165,0.7190000000000001,358467.0,0.6859999999999999,0.0,0.236,-4.169,0.0829,95.19,0.49,46.0,10,0,2
[Unknown],Bert McCracken,0.000192,0.575,170074.0,0.959,0.0,0.0515,-2.469,0.108,110.973,0.642,74.0,1,0,2
"['comic', 'steampunk']",Steam Powered Giraffe,0.8034999999999999,0.4095,280989.0,0.4215,5.7e-07,0.243,-9.2855,0.0374,102.525,0.4355000000000001,49.5,9,1,4
[Unknown],Richard Niles,0.01,0.535,275240.0,0.7020000000000001,0.295,0.202,-10.379,0.0371,90.439,0.44,27.0,6,0,2
[Unknown],Buster Harding & His Orchestra,0.878,0.6629999999999999,195840.0,0.178,0.0,0.221,-10.88,0.0673,137.18,0.426,18.0,0,1,2
"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",Edoardo Bennato,0.86,0.403,219333.0,0.486,2.7e-05,0.135,-8.758,0.0469,134.36,0.3,53.0,4,1,2
"['country rap', 'redneck']",I4NI,0.0816,0.679,279600.0,0.581,0.0,0.123,-6.904,0.111,144.082,0.484,50.0,9,1,1
"['brostep', 'complextro', 'edm', 'electro house']",Feed Me,0.0013015,0.7165,256988.5,0.903,0.04376,0.5770000000000001,-4.237,0.1587,108.46,0.5155,54.5,11,1,4
"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish death metal', 'swedish metal']",In Flames,0.0018295845454545,0.4504545454545454,251460.63636363635,0.9317272727272728,0.6044385454545455,0.3356545454545454,-5.277363636363637,0.0847,124.17118181818182,0.3261181818181818,51.45454545454545,10,0,22
['gospel'],The Winans,0.4645,0.6125000000000002,295262.33333333326,0.5403333333333333,4.76e-06,0.2375,-9.804666666666668,0.0530833333333333,107.26566666666666,0.4325,37.16666666666666,10,1,12
"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",Black Sabbath,0.1352745952678571,0.3486428571428569,318661.08928571426,0.6265437499999997,0.150456245,0.1936151785714286,-11.73183035714284,0.0515267857142857,127.49066964285716,0.4142035714285713,35.839285714285715,9,1,224
['salsa colombiana'],Moncho Santana,0.7290000000000001,0.664,288513.5,0.778,0.0001122,0.128,-8.973500000000003,0.0415,133.981,0.9320000000000002,43.0,11,0,4
['classical contralto'],Kathleen Ferrier,0.97275,0.215,720896.75,0.0985,0.108375,0.119175,-20.3225,0.045675,102.917,0.03775,7.25,5,1,4
"['corrido', 'regional mexican', 'tecnobanda']",Mexicano,0.08902,0.7966,243896.6,0.7889999999999999,5.56e-06,0.4994,-8.4162,0.0507799999999999,134.81,0.9104,42.0,0,1,5
"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",Alicia Keys,0.3853166666666665,0.5585138888888888,250825.25,0.5650833333333337,0.0073421522222222,0.1767305555555554,-7.2221111111111105,0.1133777777777777,108.62820833333328,0.4442916666666665,59.51388888888889,7,1,72
"['alabama rap', 'atl trap']",NoCap,0.1737475,0.6715000000000001,207188.25,0.555,0.0,0.1334999999999999,-8.293000000000001,0.276,131.07049999999998,0.3935,61.75,2,1,4
"['classic korean pop', 'korean pop']",Sanullim,0.47,0.5720000000000001,223293.0,0.125,0.0669,0.142,-22.173,0.0288,79.406,0.415,30.0,4,0,2
"['boston rock', 'dark cabaret', 'piano rock', 'steampunk']",The Dresden Dolls,0.4835,0.5235000000000001,232940.0,0.669,3.24e-05,0.079,-7.286,0.1505,156.55100000000004,0.6655,46.0,7,1,4
['alternative r&b'],Appleby,0.7290000000000001,0.778,217013.0,0.465,0.000557,0.107,-7.662000000000001,0.318,120.172,0.386,60.0,4,1,2
"['big band', 'ragtime', 'stride', 'swing', 'vintage jazz']",Jimmie Lunceford,0.9225925925925924,0.6111111111111112,168544.55555555553,0.3402518518518519,0.4633815040740743,0.1689629629629629,-12.310296296296292,0.1056925925925925,140.54203703703712,0.6869999999999998,8.25925925925926,5,1,54
['chanson'],Gilbert Bécaud,0.7155135135135136,0.5411351351351351,176900.83783783784,0.5051351351351351,4.890270270270269e-06,0.1936918918918918,-7.021756756756758,0.0879108108108108,121.45402702702708,0.5885675675675675,20.75675675675676,8,1,37
[Unknown],Franz Völker,0.9863333333333334,0.4980000000000001,326174.16666666674,0.1835666666666666,0.0147309483333333,0.231,-14.779333333333335,0.3068333333333333,89.6635,0.3352166666666666,0.0,7,1,6
"['british comedy', 'comic']",Monty Python,0.222,0.799,191187.0,0.43,0.0,0.125,-12.871,0.0953,121.922,0.867,21.0,2,1,2
"['anglican liturgy', 'british contemporary classical', 'choral']",John Rutter,0.9721111111111111,0.1884222222222222,172352.44444444447,0.0820555555555555,0.4940011111111111,0.0830444444444444,-26.802222222222237,0.0464666666666666,81.7127777777778,0.1334333333333333,48.33333333333334,11,1,9
"['eurodance', 'europop']",Alice Deejay,0.0044,0.6659999999999999,215246.0,0.8540000000000001,0.769,0.313,-8.442,0.0565,136.954,0.748,58.0,8,0,2
[Unknown],Sushil Sahu,0.995,0.575,209627.0,0.127,0.6729999999999999,0.232,-19.123,0.0678,75.498,0.482,0.0,2,1,1
[Unknown],Eléni Liápi,0.98625,0.479,201366.75,0.457,0.05156,0.2525,-9.37375,0.040525,91.6735,0.7969999999999999,0.0,0,0,4
['sleep'],The Noise,0.0376,0.877,234880.0,0.768,1.01e-06,0.0491,-6.9620000000000015,0.0593,93.991,0.856,64.0,11,0,1
[Unknown],Gab Nash,0.8640000000000001,0.474,231371.0,0.184,0.0,0.18,-9.881,0.0535,139.92600000000002,0.336,0.0,7,1,2
['post-teen pop'],Joanna Pacitti,0.0958,0.8370000000000001,195733.0,0.8240000000000001,2.52e-06,0.0449,-4.828,0.0508,104.769,0.915,45.0,6,0,2
"['classic soul', 'soul', 'southern soul']",King Floyd,0.5489999999999999,0.867,186520.0,0.451,0.3300374,0.05665,-11.5065,0.0771,105.756,0.8765000000000001,48.5,11,1,4
"['indie garage rock', 'tempe indie']",Shoes,0.20578,0.6088,227258.6,0.7340000000000001,3.444e-05,0.1668,-8.310599999999999,0.0345399999999999,121.9786,0.7666,1.2,0,1,10
"['crust punk', 'hardcore punk', 'punk', 'thrash core']",MDC,0.00418725,0.392,120718.25,0.9712500000000002,0.0,0.282725,-4.558000000000002,0.239,92.3825,0.2215,27.75,9,0,8
"['emo rap', 'glitchcore', 'melodic rap', 'underground hip hop', 'vapor trap']",Lil Tracy,0.1332888888888888,0.6235555555555556,154059.33333333337,0.5835555555555555,9.355555555555552e-06,0.1408777777777777,-8.025333333333334,0.0626666666666666,139.8074444444444,0.4403333333333333,71.8888888888889,11,1,18
"['classic bollywood', 'filmi']",Shabbir Kumar,0.953,0.37,412337.0,0.54,0.593,0.594,-9.553,0.0378,102.032,0.731,46.0,1,1,2
['cabaret'],Bobby Short,0.7559999999999999,0.521,130100.0,0.2825,0.002465705,0.532,-15.8495,0.16555,118.772,0.531,34.5,11,1,4
"['banda', 'corrido', 'ranchera', 'regional mexican']",Espinoza Paz,0.7050000000000001,0.6783333333333333,235241.0,0.3903333333333333,7.403333333333331e-06,0.0824666666666666,-7.629,0.0340333333333333,126.67033333333336,0.4486666666666667,59.33333333333334,5,1,6
"['opm', 'pinoy rock']",Silent Sanctuary,0.573,0.394,306467.0,0.623,0.0,0.0937,-5.029,0.0384,115.003,0.316,63.0,9,1,2
"['chillwave', 'electropop', 'future bass', 'gauze pop', 'indie dream pop', 'vapor soul', 'vapor twitch']",Slow Magic,0.077,0.605,286222.0,0.67,0.0,0.0593,-6.397,0.0481,135.049,0.272,54.0,6,0,1
"['art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",Blind Faith,0.3154166666666667,0.418,420253.33333333326,0.5306666666666666,0.1991516666666666,0.211,-13.575,0.0417166666666666,125.87766666666668,0.6366666666666667,38.16666666666666,9,1,12
[Unknown],Penny Worth,0.9065,0.596,185733.5,0.3105,2.4765e-05,0.10445,-12.2305,0.0887,138.746,0.5734999999999999,32.0,9,1,2
['indie garage rock'],Puzzle,0.0117,0.42,163515.0,0.544,0.8029999999999999,0.166,-13.45,0.0465,90.092,0.59,60.0,7,1,2
['israeli folk'],Hillel and Aviva,0.9688749999999998,0.4088250000000001,180033.375,0.035955,0.11301431,0.1143375,-23.3925,0.055625,94.15125000000002,0.2400625000000001,0.0,11,1,16
"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",Chalino Sanchez,0.6270176991150439,0.5387787610619468,199137.73451327436,0.5220619469026551,0.0017819384955752,0.1256451327433627,-7.326637168141593,0.058804424778761,151.7929203539823,0.8541150442477875,44.75221238938053,10,1,113
[Unknown],Adam Chanler-Berat,0.362,0.483,194120.0,0.718,0.0,0.12,-6.0829999999999975,0.094,161.02,0.563,44.0,0,1,2
